,index,open_time,close,y_pred,open,qty,balance,buy,sell,strategy_signal,portfolio_value
802,802,2024-06-16 15:00:00+03:00,0.10166,1,0.10071,8771.72541216608,0.0,-2.0,,1,891.7336054008038
803,803,2024-06-16 17:00:00+03:00,0.10125,0,0.10166,8771.72541216608,0.0,,,0,888.1371979818157
804,804,2024-06-16 19:00:00+03:00,0.10073,0,0.10124,8771.72541216608,0.0,,,0,883.5759007674893
805,805,2024-06-16 21:00:00+03:00,0.10086,0,0.10073,8771.72541216608,0.0,,,0,884.716225071071
806,806,2024-06-16 23:00:00+03:00,0.10038,0,0.10087,8771.72541216608,0.0,,,0,880.5057968732311
807,807,2024-06-17 01:00:00+03:00,0.10089,1,0.10038,8771.72541216608,0.0,,,1,884.9793768334358
808,808,2024-06-17 03:00:00+03:00,0.09866,0,0.10088,8771.72541216608,0.0,,,0,865.4184291643055
809,809,2024-06-17 05:00:00+03:00,0.09674,0,0.09866,8771.72541216608,0.0,,,0,848.5767163729467
810,810,2024-06-17 07:00:00+03:00,0.09652,0,0.09674,0.0,867.3612522058063,,2.0,0,867.3612522058063
811,811,2024-06-17 09:00:00+03:00,0.0951,0,0.09653,0.0,867.3612522058063,,,0,867.3612522058063
812,812,2024-06-17 11:00:00+03:00,0.09268,0,0.0951,0.0,867.3612522058063,,,0,867.3612522058063
813,813,2024-06-17 13:00:00+03:00,0.09316,1,0.09268,9306.91263441925,0.0,-2.0,,1,867.0319810224973
814,814,2024-06-17 15:00:00+03:00,0.09241,0,0.09316,9306.91263441925,0.0,,,0,860.0517965466829
815,815,2024-06-17 17:00:00+03:00,0.0916,0,0.09239,9306.91263441925,0.0,,,0,852.5131973128033
816,816,2024-06-17 19:00:00+03:00,0.0921,1,0.09158,9306.91263441925,0.0,,,1,857.1666536300129
817,817,2024-06-17 21:00:00+03:00,0.09331,0,0.0921,9306.91263441925,0.0,,,0,868.4280179176602
818,818,2024-06-17 23:00:00+03:00,0.0917,0,0.09329,9306.91263441925,0.0,,,0,853.4438885762453
819,819,2024-06-18 01:00:00+03:00,0.08995,0,0.09169,9306.91263441925,0.0,,,0,837.1567914660116
820,820,2024-06-18 03:00:00+03:00,0.08028,0,0.08996,9306.91263441925,0.0,,,0,747.1589462911775
821,821,2024-06-18 05:00:00+03:00,0.08172,1,0.08028,0.0,846.1844640394627,,2.0,1,846.1844640394627
822,822,2024-06-18 07:00:00+03:00,0.08149,1,0.08171,10314.900129200465,0.0,-2.0,,1,840.561211528546
823,823,2024-06-18 09:00:00+03:00,0.0817,1,0.08149,10314.900129200465,0.0,,,1,842.727340555678
824,824,2024-06-18 11:00:00+03:00,0.08193,0,0.0817,10314.900129200465,0.0,,,0,845.0997675853941
825,825,2024-06-18 13:00:00+03:00,0.08119,0,0.08192,10314.900129200465,0.0,,,0,837.4667414897857
826,826,2024-06-18 15:00:00+03:00,0.0775,0,0.0812,10314.900129200465,0.0,,,0,799.404760013036
827,827,2024-06-18 17:00:00+03:00,0.07993,1,0.0775,10314.900129200465,0.0,,,1,824.4699673269931
828,828,2024-06-18 19:00:00+03:00,0.07878,0,0.07992,0.0,825.5246012722594,,2.0,0,825.5246012722594
829,829,2024-06-18 21:00:00+03:00,0.07999,1,0.07879,10398.706068158093,0.0,-2.0,,1,831.792498391966
830,830,2024-06-18 23:00:00+03:00,0.08028,1,0.07999,10398.706068158093,0.0,,,1,834.8081231517318
831,831,2024-06-19 01:00:00+03:00,0.08021,0,0.08028,10398.706068158093,0.0,,,0,834.0802137269607
832,832,2024-06-19 03:00:00+03:00,0.08104,0,0.08021,10398.706068158093,0.0,,,0,842.711139763532
833,833,2024-06-19 05:00:00+03:00,0.08183,1,0.08103,10398.706068158093,0.0,,,1,850.9261175573768
834,834,2024-06-19 07:00:00+03:00,0.08148,0,0.08184,10398.706068158093,0.0,,,0,847.2865704335214
835,835,2024-06-19 09:00:00+03:00,0.08158,0,0.08147,10398.706068158093,0.0,,,0,848.3264410403373
836,836,2024-06-19 11:00:00+03:00,0.08072,0,0.08158,10398.706068158093,0.0,,,0,839.3835538217213
837,837,2024-06-19 13:00:00+03:00,0.08023,0,0.08071,10398.706068158093,0.0,,,0,834.2881878483238
838,838,2024-06-19 15:00:00+03:00,0.08064,1,0.08024,10398.706068158093,0.0,,,1,838.5516573362687
839,839,2024-06-19 17:00:00+03:00,0.07949,0,0.08064,10398.706068158093,0.0,,,0,826.5931453578869
840,840,2024-06-19 19:00:00+03:00,0.08082,1,0.07949,10398.706068158093,0.0,,,1,840.4234244285371
841,841,2024-06-19 21:00:00+03:00,0.08022,0,0.08081,10398.706068158093,0.0,,,0,834.1842007876422
842,842,2024-06-19 23:00:00+03:00,0.08019,1,0.08022,10398.706068158093,0.0,,,1,833.8722396055974
843,843,2024-06-20 01:00:00+03:00,0.08002,0,0.08019,10398.706068158093,0.0,,,0,832.1044595740105
844,844,2024-06-20 03:00:00+03:00,0.08082,1,0.08003,10398.706068158093,0.0,,,1,840.4234244285371
845,845,2024-06-20 05:00:00+03:00,0.08027,0,0.08082,10398.706068158093,0.0,,,0,834.7041360910501
846,846,2024-06-20 07:00:00+03:00,0.08158,1,0.08026,10398.706068158093,0.0,,,1,848.3264410403373
847,847,2024-06-20 09:00:00+03:00,0.08305,1,0.08159,10398.706068158093,0.0,,,1,863.6125389605296
848,848,2024-06-20 11:00:00+03:00,0.08139,0,0.08305,10398.706068158093,0.0,,,0,846.3506868873873
849,849,2024-06-20 13:00:00+03:00,0.08176,0,0.08139,0.0,862.895727594861,,2.0,0,862.895727594861
850,850,2024-06-20 15:00:00+03:00,0.08043,0,0.08177,0.0,862.895727594861,,,0,862.895727594861
851,851,2024-06-20 17:00:00+03:00,0.07928,0,0.08041,0.0,862.895727594861,,,0,862.895727594861
852,852,2024-06-20 19:00:00+03:00,0.07972,1,0.07928,10823.161687590517,0.0,-2.0,,1,862.822449734716
853,853,2024-06-20 21:00:00+03:00,0.08059,1,0.07972,10823.161687590517,0.0,,,1,872.2386004029197
854,854,2024-06-20 23:00:00+03:00,0.07983,0,0.08057,10823.161687590517,0.0,,,0,864.012997520351
855,855,2024-06-21 01:00:00+03:00,0.07942,0,0.07984,10823.161687590517,0.0,,,0,859.5755012284388
856,856,2024-06-21 03:00:00+03:00,0.08008,1,0.07941,10823.161687590517,0.0,,,1,866.7187879422486
857,857,2024-06-21 05:00:00+03:00,0.07981,0,0.08008,10823.161687590517,0.0,,,0,863.7965342865992
858,858,2024-06-21 07:00:00+03:00,0.08009,1,0.07982,10823.161687590517,0.0,,,1,866.8270195591244
859,859,2024-06-21 09:00:00+03:00,0.07925,0,0.08008,10823.161687590517,0.0,,,0,857.7355637415484
860,860,2024-06-21 11:00:00+03:00,0.07936,1,0.07926,10823.161687590517,0.0,,,1,858.9261115271834
861,861,2024-06-21 13:00:00+03:00,0.07882,0,0.07936,10823.161687590517,0.0,,,0,853.0816042158846
862,862,2024-06-21 15:00:00+03:00,0.07752,0,0.07882,10823.161687590517,0.0,,,0,839.0114940220169
863,863,2024-06-21 17:00:00+03:00,0.07832,1,0.07751,10823.161687590517,0.0,,,1,847.6700233720893
864,864,2024-06-21 19:00:00+03:00,0.07652,0,0.07833,0.0,841.8279428842706,,2.0,0,841.8279428842706
865,865,2024-06-21 21:00:00+03:00,0.07773,1,0.07652,10917.377310925867,0.0,-2.0,,1,848.6077383782676
866,866,2024-06-21 23:00:00+03:00,0.07785,0,0.0777,10917.377310925867,0.0,,,0,849.9178236555788
867,867,2024-06-22 01:00:00+03:00,0.07757,0,0.07785,10917.377310925867,0.0,,,0,846.8609580085196
868,868,2024-06-22 03:00:00+03:00,0.07703,0,0.07756,10917.377310925867,0.0,,,0,840.9655742606195
869,869,2024-06-22 05:00:00+03:00,0.07816,1,0.07704,10917.377310925867,0.0,,,1,853.3022106219657
870,870,2024-06-22 07:00:00+03:00,0.07797,0,0.07816,10917.377310925867,0.0,,,0,851.2279089328898
871,871,2024-06-22 09:00:00+03:00,0.07692,0,0.07797,10917.377310925867,0.0,,,0,839.7646627564177
872,872,2024-06-22 11:00:00+03:00,0.07707,0,0.07693,10917.377310925867,0.0,,,0,841.4022693530566
873,873,2024-06-22 13:00:00+03:00,0.07696,0,0.07707,10917.377310925867,0.0,,,0,840.2013578488547
874,874,2024-06-22 15:00:00+03:00,0.07724,0,0.07695,10917.377310925867,0.0,,,0,843.258223495914
875,875,2024-06-22 17:00:00+03:00,0.07765,1,0.07724,10917.377310925867,0.0,,,1,847.7343481933935
876,876,2024-06-22 19:00:00+03:00,0.07776,0,0.07766,10917.377310925867,0.0,,,0,848.9352596975954
877,877,2024-06-22 21:00:00+03:00,0.07794,0,0.07775,10917.377310925867,0.0,,,0,850.9003876135621
878,878,2024-06-22 23:00:00+03:00,0.07763,0,0.07795,10917.377310925867,0.0,,,0,847.5160006471751
879,879,2024-06-23 01:00:00+03:00,0.07721,0,0.07764,10917.377310925867,0.0,,,0,842.9307021765862
880,880,2024-06-23 03:00:00+03:00,0.07831,1,0.0772,10917.377310925867,0.0,,,1,854.9398172186047
881,881,2024-06-23 05:00:00+03:00,0.07874,1,0.07831,10917.377310925867,0.0,,,1,859.6342894623028
882,882,2024-06-23 07:00:00+03:00,0.078,0,0.07874,10917.377310925867,0.0,,,0,851.5554302522177
883,883,2024-06-23 09:00:00+03:00,0.07814,0,0.078,10917.377310925867,0.0,,,0,853.0838630757473
884,884,2024-06-23 11:00:00+03:00,0.0784,1,0.07812,10917.377310925867,0.0,,,1,855.9223811765879
885,885,2024-06-23 13:00:00+03:00,0.07775,0,0.0784,10917.377310925867,0.0,,,0,848.8260859244862
886,886,2024-06-23 15:00:00+03:00,0.07746,0,0.07774,10917.377310925867,0.0,,,0,845.6600465043177
887,887,2024-06-23 17:00:00+03:00,0.07702,0,0.07746,10917.377310925867,0.0,,,0,840.8564004875103
888,888,2024-06-23 19:00:00+03:00,0.07609,0,0.07702,10917.377310925867,0.0,,,0,830.7032395883493
889,889,2024-06-23 21:00:00+03:00,0.07611,1,0.07609,10917.377310925867,0.0,,,1,830.9215871345677
890,890,2024-06-23 23:00:00+03:00,0.07665,1,0.07612,10917.377310925867,0.0,,,1,836.8169708824677
891,891,2024-06-24 01:00:00+03:00,0.07528,0,0.07664,10917.377310925867,0.0,,,0,821.8601639664993
892,892,2024-06-24 03:00:00+03:00,0.07478,1,0.07527,10917.377310925867,0.0,,,1,816.4014753110364
893,893,2024-06-24 05:00:00+03:00,0.07427,0,0.07477,10917.377310925867,0.0,,,0,810.8336128824642
894,894,2024-06-24 07:00:00+03:00,0.07231,0,0.07426,0.0,821.2744227984655,,2.0,0,821.2744227984655
895,895,2024-06-24 09:00:00+03:00,0.07284,1,0.07231,11290.028279604956,0.0,-2.0,,1,822.365659886425
896,896,2024-06-24 11:00:00+03:00,0.07348,1,0.07285,11290.028279604956,0.0,,,1,829.5912779853722
897,897,2024-06-24 13:00:00+03:00,0.0732,0,0.07347,11290.028279604956,0.0,,,0,826.4300700670827
898,898,2024-06-24 15:00:00+03:00,0.07482,1,0.07319,11290.028279604956,0.0,,,1,844.7199158800428
899,899,2024-06-24 17:00:00+03:00,0.07377,0,0.07482,11290.028279604956,0.0,,,0,832.8653861864576
900,900,2024-06-24 19:00:00+03:00,0.07442,1,0.07376,11290.028279604956,0.0,,,1,840.2039045682009
901,901,2024-06-24 21:00:00+03:00,0.07396,0,0.07441,11290.028279604956,0.0,,,0,835.0104915595825
902,902,2024-06-24 23:00:00+03:00,0.07615,1,0.07393,11290.028279604956,0.0,,,1,859.7356534919173
903,903,2024-06-25 01:00:00+03:00,0.07675,0,0.07616,11290.028279604956,0.0,,,0,866.5096704596804
904,904,2024-06-25 03:00:00+03:00,0.07705,0,0.07675,0.0,858.4531222906661,,2.0,0,858.4531222906661
905,905,2024-06-25 05:00:00+03:00,0.0779,1,0.07705,11066.952644915282,0.0,-2.0,,1,862.1156110389004
906,906,2024-06-25 07:00:00+03:00,0.07791,0,0.0779,11066.952644915282,0.0,,,0,862.2262805653495
907,907,2024-06-25 09:00:00+03:00,0.07717,1,0.07791,11066.952644915282,0.0,,,1,854.0367356081123
908,908,2024-06-25 11:00:00+03:00,0.07818,1,0.07717,11066.952644915282,0.0,,,1,865.2143577794767
909,909,2024-06-25 13:00:00+03:00,0.07815,0,0.07817,11066.952644915282,0.0,,,0,864.8823492001293
910,910,2024-06-25 15:00:00+03:00,0.0783,0,0.07816,11066.952644915282,0.0,,,0,866.5423920968665
911,911,2024-06-25 17:00:00+03:00,0.08017,1,0.07831,11066.952644915282,0.0,,,1,887.2375935428582
912,912,2024-06-25 19:00:00+03:00,0.0796,0,0.08018,11066.952644915282,0.0,,,0,880.9294305352565
913,913,2024-06-25 21:00:00+03:00,0.08005,1,0.07961,11066.952644915282,0.0,,,1,885.9095592254682
914,914,2024-06-25 23:00:00+03:00,0.0798,0,0.08006,11066.952644915282,0.0,,,0,883.1428210642395
915,915,2024-06-26 01:00:00+03:00,0.07901,0,0.07981,11066.952644915282,0.0,,,0,874.3999284747564
916,916,2024-06-26 03:00:00+03:00,0.07922,1,0.07902,11066.952644915282,0.0,,,1,876.7239885301886
917,917,2024-06-26 05:00:00+03:00,0.07886,0,0.07923,11066.952644915282,0.0,,,0,872.7398855780191
918,918,2024-06-26 07:00:00+03:00,0.07797,0,0.07886,11066.952644915282,0.0,,,0,862.8902977240444
919,919,2024-06-26 09:00:00+03:00,0.07906,1,0.07796,11066.952644915282,0.0,,,1,874.9532761070022
920,920,2024-06-26 11:00:00+03:00,0.07866,0,0.07906,11066.952644915282,0.0,,,0,870.526495049036
921,921,2024-06-26 13:00:00+03:00,0.07812,0,0.07865,11066.952644915282,0.0,,,0,864.5503406207818
922,922,2024-06-26 15:00:00+03:00,0.07882,1,0.07812,11066.952644915282,0.0,,,1,872.2972074722226
923,923,2024-06-26 17:00:00+03:00,0.07753,0,0.07882,11066.952644915282,0.0,,,0,858.0208385602818
924,924,2024-06-26 19:00:00+03:00,0.0768,0,0.07753,11066.952644915282,0.0,,,0,849.9419631294936
925,925,2024-06-26 21:00:00+03:00,0.07749,1,0.07681,11066.952644915282,0.0,,,1,857.5781604544852
926,926,2024-06-26 23:00:00+03:00,0.07791,1,0.07749,11066.952644915282,0.0,,,1,862.2262805653495
927,927,2024-06-27 01:00:00+03:00,0.07699,0,0.07792,11066.952644915282,0.0,,,0,852.0446841320276
928,928,2024-06-27 03:00:00+03:00,0.07641,0,0.07699,11066.952644915282,0.0,,,0,845.6258515979767
929,929,2024-06-27 05:00:00+03:00,0.07635,0,0.07641,11066.952644915282,0.0,,,0,844.9618344392818
930,930,2024-06-27 07:00:00+03:00,0.07522,0,0.07636,11066.952644915282,0.0,,,0,832.4561779505275
931,931,2024-06-27 09:00:00+03:00,0.07572,0,0.07522,11066.952644915282,0.0,,,0,837.989654272985
932,932,2024-06-27 11:00:00+03:00,0.07687,1,0.07572,0.0,837.4937815755509,,2.0,1,837.4937815755509
933,933,2024-06-27 13:00:00+03:00,0.077,0,0.0769,0.0,837.4937815755509,,,0,837.4937815755509
934,934,2024-06-27 15:00:00+03:00,0.07821,0,0.077,0.0,837.4937815755509,,,0,837.4937815755509
935,935,2024-06-27 17:00:00+03:00,0.07789,0,0.07822,0.0,837.4937815755509,,,0,837.4937815755509
936,936,2024-06-27 19:00:00+03:00,0.07779,0,0.0779,0.0,837.4937815755509,,,0,837.4937815755509
937,937,2024-06-27 21:00:00+03:00,0.07767,0,0.07779,0.0,837.4937815755509,,,0,837.4937815755509
938,938,2024-06-27 23:00:00+03:00,0.07785,0,0.07768,0.0,837.4937815755509,,,0,837.4937815755509
939,939,2024-06-28 01:00:00+03:00,0.07762,0,0.07786,0.0,837.4937815755509,,,0,837.4937815755509
940,940,2024-06-28 03:00:00+03:00,0.078,1,0.07761,10731.709653465929,0.0,-2.0,,1,837.0733529703424
941,941,2024-06-28 05:00:00+03:00,0.0776,0,0.078,10731.709653465929,0.0,,,0,832.7806691089561
942,942,2024-06-28 07:00:00+03:00,0.07711,0,0.0776,10731.709653465929,0.0,,,0,827.5221313787578
943,943,2024-06-28 09:00:00+03:00,0.0774,0,0.07711,10731.709653465929,0.0,,,0,830.6343271782629
944,944,2024-06-28 11:00:00+03:00,0.07801,1,0.0774,10731.709653465929,0.0,,,1,837.180670066877
945,945,2024-06-28 13:00:00+03:00,0.07792,1,0.078,10731.709653465929,0.0,,,1,836.2148161980651
946,946,2024-06-28 15:00:00+03:00,0.07761,0,0.07792,10731.709653465929,0.0,,,0,832.8879862054907
947,947,2024-06-28 17:00:00+03:00,0.07754,0,0.07762,10731.709653465929,0.0,,,0,832.1367665297481
948,948,2024-06-28 19:00:00+03:00,0.0761,0,0.07754,10731.709653465929,0.0,,,0,816.6831046287572
949,949,2024-06-28 21:00:00+03:00,0.07677,1,0.07608,10731.709653465929,0.0,,,1,823.8733500965794
950,950,2024-06-28 23:00:00+03:00,0.07561,1,0.07678,0.0,817.0460583672917,,2.0,1,817.0460583672917
951,951,2024-06-29 01:00:00+03:00,0.07517,0,0.07561,0.0,817.0460583672917,,,0,817.0460583672917
952,952,2024-06-29 03:00:00+03:00,0.07608,1,0.07516,10795.409735408777,0.0,-2.0,,1,821.3147726698998
953,953,2024-06-29 05:00:00+03:00,0.07563,0,0.07609,10795.409735408777,0.0,,,0,816.4568382889659
954,954,2024-06-29 07:00:00+03:00,0.07518,0,0.07563,10795.409735408777,0.0,,,0,811.5989039080318
955,955,2024-06-29 09:00:00+03:00,0.07566,0,0.07518,10795.409735408777,0.0,,,0,816.7807005810281
956,956,2024-06-29 11:00:00+03:00,0.07557,0,0.07566,10795.409735408777,0.0,,,0,815.8091137048413
957,957,2024-06-29 13:00:00+03:00,0.07585,0,0.07558,10795.409735408777,0.0,,,0,818.8318284307558
958,958,2024-06-29 15:00:00+03:00,0.07541,0,0.07584,10795.409735408777,0.0,,,0,814.081848147176
959,959,2024-06-29 17:00:00+03:00,0.07545,1,0.07542,10795.409735408777,0.0,,,1,814.5136645365923
960,960,2024-06-29 19:00:00+03:00,0.07468,0,0.07544,10795.409735408777,0.0,,,0,806.2011990403274
961,961,2024-06-29 21:00:00+03:00,0.07434,0,0.07467,10795.409735408777,0.0,,,0,802.5307597302885
962,962,2024-06-29 23:00:00+03:00,0.07393,0,0.07433,10795.409735408777,0.0,,,0,798.1046417387709
963,963,2024-06-30 01:00:00+03:00,0.07339,0,0.07394,10795.409735408777,0.0,,,0,792.2751204816501
964,964,2024-06-30 03:00:00+03:00,0.07282,0,0.0734,10795.409735408777,0.0,,,0,786.1217369324671
965,965,2024-06-30 05:00:00+03:00,0.07263,0,0.07283,0.0,797.0974640825461,,2.0,0,797.0974640825461
966,966,2024-06-30 07:00:00+03:00,0.07224,0,0.07263,0.0,797.0974640825461,,,0,797.0974640825461
967,967,2024-06-30 09:00:00+03:00,0.07413,1,0.07223,10928.391757253472,0.0,-2.0,,1,810.1216809651999
968,968,2024-06-30 11:00:00+03:00,0.07419,0,0.07413,10928.391757253472,0.0,,,0,810.7773844706352
969,969,2024-06-30 13:00:00+03:00,0.07399,0,0.07418,10928.391757253472,0.0,,,0,808.5917061191844
970,970,2024-06-30 15:00:00+03:00,0.07382,1,0.074,10928.391757253472,0.0,,,1,806.7338795204513
971,971,2024-06-30 17:00:00+03:00,0.07419,0,0.07383,10928.391757253472,0.0,,,0,810.7773844706352
972,972,2024-06-30 19:00:00+03:00,0.07433,0,0.0742,10928.391757253472,0.0,,,0,812.3073593166505
973,973,2024-06-30 21:00:00+03:00,0.0748,1,0.07432,10928.391757253472,0.0,,,1,817.4437034425598
974,974,2024-06-30 23:00:00+03:00,0.07417,0,0.0748,10928.391757253472,0.0,,,0,810.55881663549
975,975,2024-07-01 01:00:00+03:00,0.0758,1,0.07417,10928.391757253472,0.0,,,1,828.3720951998132
976,976,2024-07-01 03:00:00+03:00,0.07682,1,0.0758,10928.391757253472,0.0,,,1,839.5190547922117
977,977,2024-07-01 05:00:00+03:00,0.07661,0,0.07683,10928.391757253472,0.0,,,0,837.2240925231885
978,978,2024-07-01 07:00:00+03:00,0.07645,0,0.07661,0.0,833.1815517688835,,2.0,0,833.1815517688835
979,979,2024-07-01 09:00:00+03:00,0.07662,0,0.07644,0.0,833.1815517688835,,,0,833.1815517688835
980,980,2024-07-01 11:00:00+03:00,0.07618,0,0.07662,0.0,833.1815517688835,,,0,833.1815517688835
981,981,2024-07-01 13:00:00+03:00,0.07515,0,0.07618,0.0,833.1815517688835,,,0,833.1815517688835
982,982,2024-07-01 15:00:00+03:00,0.07475,0,0.07515,0.0,833.1815517688835,,,0,833.1815517688835
983,983,2024-07-01 17:00:00+03:00,0.07453,0,0.07476,0.0,833.1815517688835,,,0,833.1815517688835
984,984,2024-07-01 19:00:00+03:00,0.07588,1,0.07454,11087.480413671314,0.0,-2.0,,1,841.3180137893793
985,985,2024-07-01 21:00:00+03:00,0.07612,0,0.07591,11087.480413671314,0.0,,,0,843.9790090886603
986,986,2024-07-01 23:00:00+03:00,0.0757,0,0.07613,11087.480413671314,0.0,,,0,839.3222673149185
987,987,2024-07-02 01:00:00+03:00,0.07481,0,0.0757,11087.480413671314,0.0,,,0,829.454409746751
988,988,2024-07-02 03:00:00+03:00,0.07477,1,0.07481,11087.480413671314,0.0,,,1,829.0109105302041
989,989,2024-07-02 05:00:00+03:00,0.07531,1,0.07476,11087.480413671314,0.0,,,1,834.9981499535867
990,990,2024-07-02 07:00:00+03:00,0.07605,0,0.07532,11087.480413671314,0.0,,,0,843.2028854597035
991,991,2024-07-02 09:00:00+03:00,0.07504,0,0.07606,11087.480413671314,0.0,,,0,832.0045302418953
992,992,2024-07-02 11:00:00+03:00,0.07496,1,0.07504,11087.480413671314,0.0,,,1,831.1175318088017
993,993,2024-07-02 13:00:00+03:00,0.07478,1,0.07495,11087.480413671314,0.0,,,1,829.1217853343409
994,994,2024-07-02 15:00:00+03:00,0.07526,1,0.0748,11087.480413671314,0.0,,,1,834.443775932903
995,995,2024-07-02 17:00:00+03:00,0.07457,0,0.07528,11087.480413671314,0.0,,,0,826.7934144474698
996,996,2024-07-02 19:00:00+03:00,0.07442,0,0.07457,11087.480413671314,0.0,,,0,825.1302923854191
997,997,2024-07-02 21:00:00+03:00,0.07596,1,0.07442,11087.480413671314,0.0,,,1,842.205012222473
998,998,2024-07-02 23:00:00+03:00,0.07573,0,0.07597,11087.480413671314,0.0,,,0,839.6548917273286
999,999,2024-07-03 01:00:00+03:00,0.0761,0,0.07574,11087.480413671314,0.0,,,0,843.757259480387
1000,1000,2024-07-03 03:00:00+03:00,0.07525,0,0.0761,11087.480413671314,0.0,,,0,834.3329011287664
1001,1001,2024-07-03 05:00:00+03:00,0.07373,0,0.07525,11087.480413671314,0.0,,,0,817.479930899986
1002,1002,2024-07-03 07:00:00+03:00,0.07362,1,0.07373,11087.480413671314,0.0,,,1,816.2603080544822
